,Unnamed: 0.1,Unnamed: 0,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1530,1964,34913,37880.0,-0.905801071089178,0.646868337108118,2.70716055224345,3.05330391611443,-0.664891144039665,2.60892032322306,-1.25416137396808,1.26114330466071,0.293363906010796,-0.115234305105698,-2.98530889034472,-0.710278134248095,-0.759271946504702,-0.810523489436592,-0.686227768215749,-0.352888980242451,0.748138664787296,0.467510889531363,1.47547756411358,0.0223087175739389,0.107417811936032,0.625711313792569,-0.417892923403306,-1.28372559501972,0.278525130071726,0.656153176365813,0.0602136993189204,0.0127045125137653,21.23,0
1554,1645,94218,64785.0,-8.7444146436792,-3.4204679837707,-4.85057473189452,6.60684578567387,-2.80054617200457,0.105511583647205,-3.26980129883546,0.940377922978903,-2.55869060182863,-3.62477471396623,5.26786160380362,-5.58369692598496,0.173895592410693,-6.67997675520914,2.08419914311417,-4.3488914455328,-8.76078602293495,-3.40754854415232,1.33293006548133,-1.81831542477292,0.102912553839685,0.311626102287519,-4.12919549979785,0.0346387321763146,-1.13363123097119,0.272265246225774,1.84130726881613,-1.79636258672205,720.38,1
1330,1392,70589,53937.0,-2.04260819938332,1.57357807373238,-2.37265243271278,-0.572676430720841,-2.09735276458226,-0.174142123011242,-3.03951978687359,-1.63423295064356,-0.594808638750073,-5.45960189444545,2.37853722491518,-2.33027064686235,-0.24623272486659,-4.05852343611281,-0.316983146603949,-2.52266081131673,-5.60340034818128,-0.778439963776289,0.860211793588662,0.825565985313424,-0.723326195587733,0.501221637302624,-0.696892260580304,-0.600513726439022,0.127547028812739,-0.786072220292301,0.606097322391548,0.171696507911815,261.87,1
1489,798,126087,77925.0,1.46334805620774,-1.11703568888322,0.46303860708888,-1.48676540269912,-1.32823646734126,-0.167902321850314,-1.16141874267131,0.0035792365285099,-1.67191634161301,1.37106223750673,-0.695374650165905,-1.05780365897136,0.342801635152248,-0.327147246918313,1.07250873113983,-0.32192666511704,0.538129873429884,-0.336102416513133,-0.413429054474571,-0.324027751083635,-0.367319885746415,-0.716573456839418,0.136167108996439,-0.490723976432102,0.110366975874568,-0.349969884216269,0.0542686019652129,0.0235059188822829,29.0,0
1079,1125,251881,155542.0,1.86822575153021,1.36307703789779,-1.99493428288271,4.17351574396431,1.23975095036686,-0.746186461637677,0.572730531134135,-0.131234840026775,-1.55183852136659,0.228849430580481,1.70189470812283,0.144622386270367,0.104087683833243,-2.95416672265135,-1.37412192590939,1.88941745516528,1.71451073880902,1.10465991097437,-1.59744021309102,-0.172216497505385,-0.301001481390408,-0.818972281356086,0.206812306872685,-0.263683031819147,-0.114958101067535,-0.240672123611963,-0.0066294488588389,0.0172577348698229,3.14,1
382,870,42741,41227.0,-9.00135134450649,6.61328394324752,-12.4236347238918,7.51992923163014,-10.2662546389665,-2.11320754204122,-9.98428744767688,5.54194143253089,-7.38370453522347,-13.2151722995049,6.89518136811315,-13.2796997105282,0.755263578785977,-13.4170122721265,-0.210774362111057,-10.9226551270595,-21.90649321637,-8.82981976595275,1.85246698871594,-0.645393857931055,1.7758908996538,-1.22475761150578,0.0825935414630254,0.452088727391883,0.463827332847796,-0.296928065001458,0.526505578079938,-0.450890488772313,459.07,1
1447,2250,112330,72614.0,1.30669746314377,-1.25313504532842,0.525010388495936,-1.46740259485072,-1.48250198397674,-0.341687711584349,-0.98688392981601,-0.0976869190967359,-2.16460923490228,1.50653604694429,1.17819814201197,0.362571356098939,1.68801744080706,-0.41562544212882,-0.0384343398463535,0.0609208306115737,-0.0088265334324683,0.393903815138578,0.136768114198496,-0.0407117302363931,-0.269930735824413,-0.611361443002613,0.0321113820084981,-0.0057130141454936,0.151198095869938,-0.421162999536843,0.0291259482855596,0.0348305137809006,104.65,0
200,1998,145392,86903.0,-18.6063857559531,-26.5578691080168,0.622017627674411,11.2295015434534,11.4712127961713,-7.80063664840563,-5.67990061028824,1.20599350172165,-0.446863810255775,1.22490200508596,-1.34857222663728,-0.094459625887745,1.16260079730393,0.548695621187214,2.38668537890295,0.511523768060796,-0.0224861559028107,2.47056800828267,0.382160737683321,11.1636710791909,3.26062312244157,-0.609765423741243,9.37697441349908,-0.336511177455144,1.85267522937528,0.458191755874764,-1.35159665515817,0.535306403357469,2476.7,0
1324,170,205274,135666.0,1.8184196207857,-1.58083774895328,-0.883577495176666,-1.6852583051893,-1.12714343237668,-0.401344280986367,-0.601665338904057,-0.114128783648034,0.397371078868042,0.124718264452738,0.651643331747786,1.702111906401,1.29941779393844,-0.216290352295375,-0.574014395816929,-1.75838084836021,-0.185413185829485,1.04146032509399,0.400275658946847,-0.194354300538308,-0.629984644541245,-1.45035522951567,0.322832472012052,-0.413263208932917,-0.65156380730706,-0.207162645168308,-0.0125466765890945,-0.0248383599121356,169.65,0
1804,1853,111469,72240.0,1.21975415704946,0.368056865540163,0.324856568818095,1.44237857002045,-0.334084967851206,-1.04842806336304,0.312372571346595,-0.249684467967847,0.0491488305459292,-0.0008849482264348,-0.369158219685251,0.358101806099253,-0.302215362014645,0.291568752138095,-0.0216553755966576,-0.466196597759983,0.0127512761394864,-0.53100636250821,-0.251094449275599,-0.188009821122659,-0.015933744907742,0.112052276363626,-0.103747663666368,0.737075972653787,0.792607380289755,-0.280875696571301,0.0091158942689348,0.0166709497307266,2.0,0
2479,1188,39292,39775.0,0.914770541038421,-0.653813503058921,0.585302617776666,0.120230959265713,-0.610473415468071,0.538009532389048,-0.489823352864822,0.33386196316663,0.4422848018525,-0.193803317621859,1.54215797161205,0.914087682909603,-0.582353687863715,0.238469064073663,0.346310045575369,-0.225767442882668,0.210800302693566,-0.770757999047546,-0.344886386128046,0.0551780869664221,0.0947594640485952,0.177074795262957,-0.0348862910625924,-0.218354189025408,0.0306095121914401,1.04640356268692,-0.0517758420276625,0.0087757204995264,112.52,0
1757,1068,221018,142394.0,-3.36776957405755,0.0992494427033949,-6.14848744863103,3.40195536781235,0.458306649432465,-1.57162971516015,-1.35870798100218,0.672409368648482,-3.18800116217364,-4.93742665954554,3.72393253444097,-4.60317614883077,1.0191795522313,-6.61909019992345,-0.590223955779135,-4.47254755736649,-7.16504438660351,-1.58112819134185,1.93037970885184,0.264698703752275,0.861308008231813,1.24930138847935,1.85062715893443,-0.117471200405974,1.21981539606006,0.0002506190192774,1.03601138278301,0.0043667546240766,320.01,1
1537,525,42887,41285.0,-12.8357595817777,6.57461542943546,-12.7884624825347,8.7862568391843,-10.7231209172666,-2.81353585641993,-14.2488465310891,7.96052082227957,-7.71875064933864,-13.0740681657723,5.97513066688423,-12.375374654316,1.47220511856229,-11.4706925061593,0.993143253686908,-10.9738046181506,-21.047629901985,-7.99078328442082,3.33103902941017,-0.617296150458597,2.67949007049737,-0.0473351062766089,-0.836982346024597,0.625349328179101,0.125864937720446,0.177623612238763,-0.817680255865793,-0.521029795905738,37.32,1
986,1523,149456,91263.0,1.80998815987322,-0.498261375111922,0.428423901693558,1.78404908978672,-0.680351948572213,0.874658054645446,-1.10282520040545,0.225249784183195,3.08111906573891,-0.50023387610119,-0.616536823703357,-1.5557497749596,2.18243214885733,0.484439363210979,-1.77782691501212,-0.16487975633429,0.50362309011873,0.147470674501667,-0.398076957623519,-0.16981282083337,-0.170992747051693,0.0983778080495688,0.220056224508588,0.545272434241002,-0.212253180068936,-0.742785311981031,0.072573657554869,-0.0135823947380374,50.0,0
528,1184,150684,93888.0,-10.0406314557065,6.1391827154247,-12.9729718943545,7.74055544506762,-8.68470452840193,-3.83742916671056,-11.9077019040753,5.83327300056002,-5.73105424359056,-12.4389449056023,6.98988561330738,-16.218610393127,0.25330336584704,-8.72864506518152,-0.147529091109699,-14.1298545174931,-20.6850275533272,-8.48444905730181,4.85125513655685,-0.0822752254211996,2.82343143164188,1.15300501339169,-0.567342849673059,0.843011621641402,0.549937644887907,0.113891875585392,-0.30737499959267,0.0616306406149363,1.0,1
2269,872,194942,130831.0,-0.131411613227807,1.46815174199248,0.810244383366102,2.86060194024245,0.987315474304873,-0.141040823035846,1.12924419955045,-0.0991415752098503,-1.57475311371969,0.830077642336424,-1.35940920249598,-0.319216228017199,0.0132183846587597,0.0333615613197175,-1.53547352830612,0.597828306335828,-0.710834537856231,-0.837244742456519,-1.53310840522949,-0.282556776750432,-0.160801448727271,-0.516440800357284,0.0847390110364598,-0.0872954205450669,-0.46739552146661,-0.383125025195561,-0.0911371405239852,0.0484801622294433,5.27,0
1509,1036,16444,27814.0,0.866708588181278,-0.359287255047848,0.440436168477195,0.522732341796809,-0.268900623970079,0.376901745994293,-0.109130671250201,0.229608460339319,-0.142011320231494,-0.0587054881664893,1.89787329255373,1.15666963589308,0.0212539346617038,0.51170480974903,0.880478488840911,-0.014822955928143,-0.104354399635999,-0.918888648537521,-0.579238477233824,0.110734520695581,-0.12203653640614,-0.633870152966709,0.114768207334706,-0.300743111368493,-0.0954412935294914,0.0619909236305838,-0.0201389601642207,0.0276200409158542,133.74,0
1904,1776,106628,70045.0,1.06271075864425,-0.912031036190767,-0.443583147975362,-0.633665576475466,-0.541753714657674,-0.697166257484197,0.236813534861121,-0.392646898872284,-1.24086013181419,0.546232622693167,-0.952092510276377,0.244527014156193,1.51283754570562,0.0680718850474183,0.674929647514069,-1.16325343757676,-0.30179475834679,0.525454863549612,-0.239923067645048,0.0418504006150375,-0.721309940510058,-2.08816750182545,-0.0115083014439223,-0.452613918471009,0.0581784501625688,0.650365524520755,-0.109389569103607,0.0389130104950191,219.0,0
2132,2102,143333,85285.0,-7.03030814445441,3.42199090467553,-9.52507177254752,5.27089100906596,-4.02463027558805,-2.86568161775739,-6.98919473439446,3.79155093755913,-4.62273033596451,-8.40966487562735,6.30904400603177,-8.57676143258937,0.246746716929862,-11.5340460181508,-0.3642651387587,-5.45249465771382,-11.8875700201872,-3.56358481007011,0.876018768156628,0.545698040621445,1.10339774484256,-0.541854751589521,0.0369432219896495,-0.355519004066217,0.353634382097,1.04245799282131,1.35951563156376,-0.272188101257294,0.0,1
2233,858,22185,32088.0,-0.0052631807624946,-0.501849021165565,1.78315300734077,-1.88532287608673,-1.10734290369425,-0.418623172147693,0.0208046980197148,-0.267973823489959,-2.45426402077169,1.23541839046492,1.26916867659201,0.0411530118536208,0.933618656325445,-0.754207091674814,-1.17315973015099,-0.78314451482012,0.466559215558018,0.137283794007548,0.399260784987644,-0.0766434649068008,-0.268548272908361,-0.226655779263494,0.0299065844959247,0.524867704232955,-0.106820604879985,-0.402303530290519,-0.116586431448994,-0.201180726661916,55.0,0
1992,2235,275992,166831.0,-2.02713542158538,-1.13189035724166,-1.13519425354743,1.08696263677666,-0.0105473464481483,0.423796701647855,3.79088017117747,-1.15559509817023,-0.0634335699320076,1.33441406239882,1.03201558219625,-0.722023081820061,-1.53323965243517,0.334119448067333,0.297478860324539,-0.429391896447094,-0.824644210487403,0.489667798839098,0.87334427153726,0.0338040154798561,-0.315104559619618,0.575519699616524,0.490842008633879,0.756502366364478,-0.142685358889407,-0.602776608703914,0.508712458871011,-0.091645525701271,634.3,1
2090,1717,113912,73258.0,-1.95789411036261,2.19685661702778,0.0246361472026227,-0.155581757904901,-0.872088106731496,-0.814092627250179,-0.426746720668998,1.23970555727953,-0.400664948846168,-0.24950549245018,-1.25170954481253,0.234089859177024,0.207587209657016,0.902194477868282,0.814678009514895,0.658688787660607,-0.0878129217768977,-0.104392008614631,0.132378238989461,0.0113685488556065,-0.179521541490396,-0.76982961386942,0.121047336092704,-0.148107568488522,0.0355104028852217,0.106727980838997,-0.0345382564124385,0.0444266049465081,1.98,0
1345,2300,47470,43221.0,-1.27089107990183,0.398612089876738,0.561996063829183,1.54183561891925,1.88086625713943,0.600898398104108,0.7980193274384,0.223767352225434,-1.20570044562538,0.345729468348347,0.435233553382434,0.226641362184995,-0.108275479049088,0.424338200112536,0.518408497311383,-0.855697109410081,0.468184651780002,-2.47317885284639,-3.11501096468065,-0.69864227522016,0.242837296509873,1.07273354202386,0.620507528716027,-0.632102341853556,-1.02133836588922,-0.171941542306388,0.12469723162709,0.168684154488771,19.46,0
256,1488,98798,66821.0,-1.01552666805136,0.829454572988184,1.2195475920277,1.44488761959115,-0.109967991489493,0.0462246448519669,0.369852462028812,0.494750182594597,-0.66363886482039,-0.625007571626513,-0.768440848001611,0.274410111710115,-0.0966442154908557,0.38480003772721,0.234577898842831,-1.07973546184169,0.825443057630369,-0.603293197477755,0.765881677195933,0.0989637826960849,0.0860516553542907,0.164665586559346,-0.045981226453752,0.0965083354671104,0.166512220681559,-0.193284447164602,0.0087128239321927,0.0138008000668738,68.28,0
923,1585,192983,129944.0,2.13900209522148,-0.997496641688827,-0.445869957689805,-0.757569954556482,-1.22242475552426,-0.785125604935419,-0.987563476484635,-0.13506833461849,0.142024511010998,0.731948079156937,-0.783439872892693,-0.48658213995507,0.157872771590887,-0.468019884313858,0.22445454351954,1.0923287266845,0.196949809583322,-1.23474360568023,0.368784883441643,-0.0274449724340571,0.332820128856563,1.03982515158605,0.136522252977495,0.0238222273366641,-0.170030469853187,-0.0853728329742793,0.011965457611735,-0.0471659765476812,19.95,0
48,343,142509,84762.0,-1.62532859957669,1.99918347768882,0.126472396971872,0.796622991500743,0.218450683144147,1.11015189667161,-0.318064346835497,0.187910488868952,-0.266215339231324,0.51350905107583,-0.0793795740319921,0.952392373180339,0.375999539833469,0.384088319928241,-0.472022060811518,-0.576983731107382,0.21538746682357,0.181743932929958,1.37036994164605,0.132942461253757,0.676210431098481,-0.104227221101568,-0.127420979810943,-1.138547597652,0.186666252518099,-0.177974224403549,0.259964651673336,-0.0370996178193636,2.99,0
1011,1924,242628,151575.0,1.82481325229311,-0.249032463921556,-1.42603224993153,0.443814658214631,0.102310552509711,-0.428998847801092,-0.063821256800863,-0.0667761105805392,0.360296145848455,-0.312783279242158,1.35739055124402,1.1380468584726,0.612995881174476,-1.01204785863897,-0.331628746227903,0.66172629574253,0.221744189299518,0.532603242338833,-0.0002883402464561,0.083530095733612,0.0010169394692889,-0.0647295267762771,0.155289301821411,0.715109473376639,-0.264664691877458,0.340760934794564,-0.0595699421673438,-0.0162372239680883,92.3,0
2277,1277,100681,67588.0,-0.362520930309013,0.956802775357687,0.0426918415470276,-0.0842564443905225,0.308976543774659,-0.176810051461067,0.550128651604583,0.387548811890812,-0.598311247179424,-0.6381095469968,-1.23577908382731,-0.320953157061409,-0.234107977027692,0.678983368800189,0.835002198718383,0.0286603678014603,-0.148696441345353,-0.399571619000299,-0.0905328815915648,-0.151214207645891,0.0748911710574396,0.0505669934003033,-0.012435906838252,-0.757132434771638,-0.165144286847297,0.343291670077117,-0.123145716611796,-0.0449155253065138,42.81,0
1378,512,153823,100223.0,-19.6418567335974,14.7063346696674,-22.8012376947782,12.1146718424589,-14.898112530969,0.840777704221173,-28.0112929096778,-11.9196388199434,-8.9609216998511,-18.9132433348732,4.971248707036,-12.6863075224956,-1.07144311342478,-7.38337003956967,-2.99243029925503,-8.58230865037102,-13.8065681285297,-6.00035879778826,1.42263161326029,3.83464904792346,-8.22887409813848,3.31817776987025,2.58521234602075,0.195008569338351,-1.19480304002391,0.0384229399473607,-4.12674625203028,-0.645329219040983,2.28,1
875,148,215132,139951.0,-2.92194437582996,-0.228062380877632,-5.87728864550113,2.20188352154659,-1.93543987294876,0.631140872429647,-1.24510634194653,1.51134802001741,-1.89998665663916,-6.42823083022309,4.22915426403483,-5.29231414644205,-0.888086758827616,-7.67225031168781,0.547571031984509,-4.30705980241373,-5.70117436362661,-1.7728029372439,-0.193132205838334,2.23073487215795,1.4416222749673,0.895527948704547,1.38551112812,-2.02802422921896,0.50913097167708,0.172642921018111,0.726781012281488,0.234513922496959,723.21,1
614,1089,62650,50358.0,1.04456328047242,-0.201690938261328,1.34323999750071,1.23875712523738,-0.925638010829797,0.450105260493496,-0.792538736266722,0.412852549334662,0.752009787007986,-0.0521155434640405,1.15743292142789,0.839566949861595,-1.01806815763779,0.0600037983871271,-0.185465036499457,-0.0349387123922206,-0.0935509022073233,0.029187599981668,-0.352474005839627,-0.212887272335545,0.0221563087545921,0.215620615410717,0.0451982301570677,0.19714121076425,0.252268909441218,-0.406364644999949,0.078854618958965,0.0253636493567462,12.99,0
1741,373,123690,77025.0,-0.88042147259648,1.36144478775972,1.17343619425452,-0.0072197079639164,-0.0876120418029515,-0.749810375525733,0.589224233268765,0.0966947460861541,0.0502407269119347,0.0764795884537838,0.247183929713935,-0.181259694152296,-0.545793667124141,-0.405872694857578,1.21891479634196,-0.0168201890959916,0.419978703586967,-0.653277908836789,-0.627539889948771,0.286578539465539,-0.283704842516788,-0.606214567952806,0.0992956561090603,0.324892641357517,-0.189257424494505,0.0930404058128449,0.468675814518111,0.228116197859841,7.47,0
1183,375,236798,148956.0,2.04021105776632,-0.146974974784838,-2.95593366483195,-0.578355978867139,2.60935827084169,3.14264153108879,-0.41688284124123,0.784392948319733,0.359902378888007,-0.351075101407957,0.329650883701029,0.183508120624656,-0.272918545002545,-0.597436665174528,0.583896810292507,0.178675836476532,0.473898278297672,-0.498849798665041,-0.14009868476221,-0.120714034280473,-0.35233380052375,-0.996936774828093,0.36348490597863,0.60482656975204,-0.26455958625151,0.219670647442604,-0.0392094515896982,-0.0427869554036275,1.98,0
1107,32,273818,165711.0,1.82558390624305,-0.567997306765914,-0.0938245960184649,0.371287136219716,-1.05702596094035,-0.762514289857579,-0.576951022588414,-0.0333016309214988,0.71887100485694,0.194679242134844,1.46338793838109,1.29993287234114,0.346951742353992,0.0932516961099257,0.102036406417039,0.553920651571879,-0.704105880409164,0.336700625622144,-0.320860355217896,-0.0610456402211358,0.302596710380279,0.874232184928007,0.198841335535943,0.614067903184875,-0.464539228647023,0.590443359006125,-0.0464617793579179,-0.0428154716530452,60.5,0
738,2464,18472,29531.0,-1.06067628419757,2.60857946990866,-2.97167900258071,4.36008935234848,3.73885304346426,-2.72839507263672,1.98761635466291,-0.357344707416169,-2.75753451251209,-2.33593332652232,2.11151686706104,-2.59194964968951,-1.9505893546741,-7.31157981735935,0.0777527657738322,2.29060783198994,6.50927165018434,2.56997142628646,-3.28615008214787,-0.0890615369649179,-0.0631678773494982,-0.207385284031508,-0.183260817119722,-0.103679373403096,0.896178353364318,0.407386872028391,-0.130918311231478,0.192177382137495,0.68,1
1595,673,265048,161709.0,-2.88533304696115,2.23352997919588,0.0401529164250584,0.912162353966756,-1.22212703345235,0.596077355293309,-1.08713913367061,2.23894101128744,-0.0476284417514414,-0.264618969475193,-0.419047029997788,0.52760153747775,-1.99225113746906,1.29556022166653,-1.31113083626646,-0.221060717904505,0.916408732433753,0.174822223795408,1.44415935887821,-0.0180748390134085,-0.465434761405386,-1.48221658003269,0.070926309069464,0.57428257888497,0.535983152247646,-0.806185047875811,0.183240834357173,0.0238780692628295,20.49,0
1867,937,208960,137349.0,1.73726134759577,-1.18570704550619,-2.75718715433071,-0.418046335131596,0.215823515941816,-0.940753096442113,0.743851567658003,-0.500852001669205,-1.44702092524599,1.08396303229873,0.734717832795977,0.417792034816582,-0.112521727335763,0.954538650616085,-0.958801430941028,-2.09797527681109,-0.0016451059274214,1.09134998648925,-0.52588288269503,-0.114040031872282,0.0973058520775604,0.29683766375036,-0.272850295367042,0.787551014200518,0.380221523310795,0.943502369732427,-0.174429550111355,-0.0527568887931732,254.98,0
329,467,211773,138565.0,1.98485023551141,-0.170599946746745,-1.77151290511534,1.03665596280809,0.523977346397276,-0.243519336318788,0.143316417142401,-0.0843793210421946,0.59692293270625,0.359908157541012,-1.81821193825265,-1.2358718815838,-1.95204489871694,0.886072925968242,0.91337970178777,0.259995014881876,-0.740335593680974,0.462403163931797,-0.391250271912315,-0.252322737747139,0.21434449249996,0.505655005471594,-0.0783269014079983,-0.0767336020620783,0.333025787370934,-0.408986257483994,-0.0239262844391153,-0.04831462304645,56.0,0
297,976,150666,93860.0,-10.8502815883108,6.72746568826853,-16.760583409542,8.42583167857118,-10.2526968683093,-4.19217104406337,-14.0770860104531,7.16828793346092,-3.68324217370244,-15.2399619587112,8.03070840755191,-16.0603057628826,0.270529742348469,-14.9529810390579,-0.241094883743813,-11.866730636746,-15.4869899240937,-5.74865155747378,4.1300314273319,-0.646818272966729,2.5416369467068,0.135534921100722,-1.02396689219897,0.40626452579196,0.106592778669641,-0.0262323892202069,-1.46463002356247,-0.411681819907858,78.0,1
542,1059,260057,159383.0,-1.22716244991165,0.710472215705275,1.18112885377489,-0.721567404758728,1.08054330202443,-1.18045752645789,0.845594254284366,-0.187647962765428,-0.365785684863297,-0.565065412472004,-0.965409346234188,0.0613357482009827,0.166926535994852,0.0560399264272245,-0.205423530473245,-0.121408580571608,-0.371174485728543,-0.718550623145729,0.182137761072444,-0.0127821045746981,-0.353103146570131,-0.893216932792269,-0.409044806949223,-0.0877383344506115,0.563225500623371,0.336232842302371,0.137810588681591,0.0718320771532648,1.79,0
250,802,71988,54521.0,0.588057258076929,-1.04555390682718,-0.322315364012594,0.23519878181986,0.373492964955631,1.92066553711809,-0.199750566052803,0.618632080453447,0.096681832169953,-0.161249473608441,1.34735930946324,0.209524602207716,-1.3364255640077,0.872524118806274,1.71530894412874,-0.422550576069294,0.329105489824518,-1.30461872070112,-1.17629176515069,0.244111722427407,0.149774008919964,-0.104912600118074,-0.16566912512689,-1.87537433456524,-0.0488691825529446,0.508475894024503,-0.0315910794542374,0.0230678073744634,265.61,0
2227,893,237107,149096.0,1.18489112271901,3.15208420536211,-6.13477982463031,5.53125220648323,1.73386651414214,-1.81686146600342,-0.916696277644188,0.265568287019436,-3.15801423516395,-3.89016924226376,4.7365938426554,-4.16211519175474,-0.456696779485289,-10.2667581077355,-0.583018263021109,0.513470571003558,0.113665405648114,1.48862035938935,-1.80557671393198,0.336441865694103,0.124235616370838,-0.823864650327076,-0.0798873559390688,0.0288277898864561,0.389711468856018,0.0601710709421762,0.485186935489591,0.326551571745814,0.0,1
